parent_account_c,net_desks_closedwon,date
0010G00002J9ubeQAB,2.0,2018-08-21
0010G00002CE0bJQAT,4.0,2018-08-22
0010G00002CE3bYQAT,45.0,2018-08-01
0010G00002CEGhrQAH,46.0,2018-08-10
0010G00002I7QOhQAN,0.0,2018-08-23
0010G00002J97I4QAJ,44.0,2018-08-30
0010G00002JBrxyQAD,2.0,2018-08-22
0010G00002J9FMRQA3,2.0,2018-08-16
0010G00002CDZojQAH,96.0,2018-08-10
0010G00002JC9vQQAT,1.0,2018-08-24
0010G00002J9EDRQA3,1.0,2018-08-28
0010G00002I7PliQAF,17.0,2018-08-01
0010G00002J9KYWQA3,5.0,2018-08-07
0010G00002I7qE4QAJ,6.0,2018-08-01
0010G00002FUF8cQAH,0.0,2018-08-14
0010G00002JBdZ9QAL,1.0,2018-08-14
0010G00002CDZLLQA5,6.0,2018-08-24
0010G00002CEBapQAH,1.0,2018-08-10
0010G00002JAQbZQAX,1.0,2018-08-30
0010G00002JAtIOQA1,8.0,2018-08-13
0010G00002CDaTpQAL,3.0,2018-08-09
0010G00002CDyzEQAT,15.0,2018-08-22
0010G00002CE3bNQAT,2.0,2018-08-23
0010G00002GCinCQAT,18.0,2018-08-04
0010G00002I7qHmQAJ,2.0,2018-08-01
0010G00002JCV4zQAH,1.0,2018-08-21
0010G00002GD3f2QAD,0.0,2018-08-30
0010G00002Jcl95QAB,1.0,2018-08-29
0010G00002JAaknQAD,12.0,2018-08-23
0010G00002JBkTTQA1,1.0,2018-08-08
0010G00002CE1GUQA1,1.0,2018-08-14
0010G00002I7qAjQAJ,3.0,2018-08-03
0010G00002JCes7QAD,3.0,2018-08-27
0010G00002JcWeWQAV,1.0,2018-08-01
0010G00002CECzFQAX,0.0,2018-08-29
0010G00002CEIM0QAP,6.0,2018-08-03
0010G00002JCBkiQAH,3.0,2018-08-27
0010G00002CE06cQAD,4.0,2018-08-23
0010G00002CDZP4QAP,460.0,2018-08-10
0010G00002CE3tRQAT,4.0,2018-08-11
0010G00002JCstAQAT,1.0,2018-08-23
0010G00002CDiCeQAL,0.0,2018-08-28
0010G00002I7qGJQAZ,9.0,2018-08-08
0010G00002CDtlBQAT,18.0,2018-08-14
0010G00002I7QMSQA3,6.0,2018-08-01
0010G00002CDjUHQA1,0.0,2018-08-06
0010G00002CDvQfQAL,22.0,2018-08-27
0010G00002CDgTsQAL,4.0,2018-08-29
0010G00002CDbqAQAT,0.0,2018-08-22
0010G00002JBk86QAD,6.0,2018-08-13
0010G00002JBjskQAD,14.0,2018-08-14
0010G00002J9CvXQAV,52.0,2018-08-21
0010G00002I7q8pQAB,5.0,2018-08-10
0010G00002CDfhrQAD,76.0,2018-08-29
0010G00002J8zpUQAR,4.0,2018-08-21
0010G00002CDZQYQA5,48.0,2018-08-22
0010G00002FzTYcQAN,1.0,2018-08-24
0010G00002CE53hQAD,2.0,2018-08-30
0010G00002CE7f6QAD,6.0,2018-08-29
0010G00002I839CQAR,1.0,2018-08-01
0010G00002CDeitQAD,112.0,2018-08-28
0010G00002CDe39QAD,2.0,2018-08-31
0010G00002CE1rPQAT,0.0,2018-08-13
0010G00002J9yk1QAB,1.0,2018-08-31
0010G00002CDxuPQAT,0.0,2018-08-30
0010G00002CDewSQAT,2.0,2018-08-10
0010G00002CE6QMQA1,0.0,2018-08-01
0010G00002CDZNtQAP,42.0,2018-08-02
0010G00002CDix0QAD,2.0,2018-08-23
0010G00002JCGnUQAX,3.0,2018-08-22
0010G00002JA3sGQAT,6.0,2018-08-24
0010G00002JBw2HQAT,4.0,2018-08-13
0010G00002Jd0FEQAZ,1.0,2018-08-31
0010G00002JA9rhQAD,2.0,2018-08-27
0010G00002CDfHTQA1,2.0,2018-08-09
0010G00002I7qBLQAZ,1.0,2018-08-01
0010G00002JC8iNQAT,2.0,2018-08-15
0010G00002CDZhuQAH,0.0,2018-08-31
0010G00002Jcxd7QAB,1.0,2018-08-31
0010G00002HnPb3QAF,12.0,2018-08-07
0010G00002JAMqwQAH,1.0,2018-08-20
0010G00002GCiZsQAL,104.0,2018-08-16
0010G00002J9HFVQA3,4.0,2018-08-30
0010G00002J9AdTQAV,2.0,2018-08-28
0010G00002I7PryQAF,2.0,2018-08-24
0010G00002CDZt8QAH,8.0,2018-08-13
0010G00002JAuihQAD,4.0,2018-08-16
0010G00002CDZT3QAP,0.0,2018-08-21
0010G00002JC90FQAT,1.0,2018-08-14
0010G00002HnNm4QAF,0.0,2018-08-24
0010G00002JcagmQAB,8.0,2018-08-28
0010G00002CDxuzQAD,0.0,2018-08-31
0010G00002I7PuLQAV,22.0,2018-08-09
0010G00002JAg48QAD,4.0,2018-08-09
0010G00002CE6lHQAT,1.0,2018-08-15
0010G00002J9fS1QAJ,1.0,2018-08-14
0010G00002JAqMVQA1,1.0,2018-08-02
0010G00002HnOpgQAF,405.0,2018-08-22
0010G00002GDu1FQAT,0.0,2018-08-21
0010G00002HnPGNQA3,3.0,2018-08-08
0010G00002CEDRjQAP,1.0,2018-08-30
0010G00002I4a6dQAB,63.0,2018-08-31
0010G00002J9KxnQAF,6.0,2018-08-14
0010G00002CDbLIQA1,0.0,2018-08-29
0010G00002CEAuLQAX,0.0,2018-08-31
0010G00002CEApsQAH,12.0,2018-08-10
0010G00002CDhV0QAL,0.0,2018-08-27
0010G00002CEHQzQAP,1.0,2018-08-20
0010G00002GCieUQAT,0.0,2018-08-07
0010G00002CE9PyQAL,4.0,2018-08-14
0010G00002JBuOgQAL,1.0,2018-08-20
0010G00002CEAw9QAH,0.0,2018-08-01
0010G00002I805wQAB,1.0,2018-08-30
0010G00002I7q85QAB,1.0,2018-08-02
0010G00002Ge80OQAR,2.0,2018-08-08
0010G00002CDyD5QAL,0.0,2018-08-01
0010G00002CEFRgQAP,0.0,2018-08-06
0010G00002HnQ0nQAF,0.0,2018-08-23
0010G00002CDZFzQAP,1106.0,2018-08-30
0010G00002JArh5QAD,1.0,2018-08-15
0010G00002CDZjPQAX,12.0,2018-08-13
0010G00002CDpEuQAL,1.0,2018-08-14
0010G00002JCaAZQA1,8.0,2018-08-22
0010G00002J9FACQA3,2.0,2018-08-07
0010G00002CDssZQAT,0.0,2018-08-08
0010G00002CDhkzQAD,33.0,2018-08-07
0010G00002CDhloQAD,1.0,2018-08-14
0010G00002J9FCSQA3,1.0,2018-08-03
0010G00002CE9ZhQAL,1900.0,2018-08-28
0010G00002Eucx4QAB,9.0,2018-08-31
0010G00002Jcpu6QAB,2.0,2018-08-31
0010G00002CDgucQAD,0.0,2018-08-30
0010G00002JclKhQAJ,1.0,2018-08-31
0010G00002CE1xgQAD,0.0,2018-08-07
0010G00002I7qFoQAJ,4.0,2018-08-04
0010G00002JCP4LQAX,1.0,2018-08-16
0010G00002CDoQfQAL,0.0,2018-08-19
0010G00002GCjPfQAL,12.0,2018-08-29
0010G00002CDb1BQAT,0.0,2018-08-28
0010G00002CDvQHQA1,0.0,2018-08-09
0010G00002CE9KTQA1,0.0,2018-08-06
0010G00002CDiYdQAL,10.0,2018-08-02
0010G00002JC4ahQAD,4.0,2018-08-13
0010G00002CDzBwQAL,4.0,2018-08-22
0010G00002CDwOWQA1,12.0,2018-08-08
0010G00002JCaNdQAL,1.0,2018-08-22
0010G00002JCIlMQAX,1.0,2018-08-17
0010G00002JcqMfQAJ,1.0,2018-08-30
0010G00002CDtiLQAT,0.0,2018-08-10
0010G00002GD3dRQAT,2.0,2018-08-20
0010G00002JCA2qQAH,2.0,2018-08-23
0010G00002JCLZzQAP,2.0,2018-08-23
0010G00002CDZfcQAH,1188.0,2018-08-09
0010G00002CDfQyQAL,0.0,2018-08-06
0010G00002CDg9nQAD,136.0,2018-08-13
0010G00002CDentQAD,0.0,2018-08-01
0010G00002FzU0mQAF,0.0,2018-08-29
0010G00002CDaQ2QAL,3.0,2018-08-29
0010G00002I7qICQAZ,4.0,2018-08-01
0010G00002JA3grQAD,2.0,2018-08-07
0010G00002CEDXMQA5,1.0,2018-08-30
0010G00002J9FBjQAN,2.0,2018-08-29
0010G00002Jcm0iQAB,1.0,2018-08-29
0010G00002CE3OrQAL,3.0,2018-08-31
0010G00002JCaoKQAT,1.0,2018-08-27
0010G00002CDt5NQAT,48.0,2018-08-23
0010G00002J9gpuQAB,1.0,2018-08-17
0010G00002Jcm6gQAB,1.0,2018-08-29
0010G00002I7q3gQAB,2.0,2018-08-02
0010G00002JBjbAQAT,4.0,2018-08-10
0010G00002JcrU0QAJ,1.0,2018-08-30
0010G00002CDdCuQAL,0.0,2018-08-13
0010G00002HnPcRQAV,28.0,2018-08-10
0010G00002CDxumQAD,4.0,2018-08-20
0010G00002JAgfTQAT,1.0,2018-08-01
0010G00002JcyBWQAZ,1.0,2018-08-31
0010G00002JCZ4UQAX,1.0,2018-08-20
0010G00002HnMENQA3,2.0,2018-08-16
0010G00002J9Xg5QAF,1.0,2018-08-14
0010G00002JAQwFQAX,1.0,2018-08-29
0010G00002JAqlwQAD,0.0,2018-08-15
0010G00002Jcxf5QAB,4.0,2018-08-31
0010G00002I7PtkQAF,26.0,2018-08-30
0010G00002CDZKOQA5,22.0,2018-08-29
0010G00002I7wfmQAB,6.0,2018-08-06
0010G00002CE9cpQAD,12.0,2018-08-12
0010G00002DTnaCQAT,2.0,2018-08-07
0010G00002CDZQJQA5,210.0,2018-08-20
0010G00002JAxM9QAL,4.0,2018-08-07
0010G00002CE6fTQAT,2.0,2018-08-31
0010G00002JAegQQAT,17.0,2018-08-09
0010G00002CDpYOQA1,2.0,2018-08-21
0010G00002CDyzmQAD,4.0,2018-08-22
0010G00002I8216QAB,4.0,2018-08-21
0010G00002JcpNWQAZ,4.0,2018-08-30
0010G00002CDoCJQA1,6.0,2018-08-03
0010G00002JBzeoQAD,2.0,2018-08-28
0010G00002JcwZlQAJ,3.0,2018-08-31
0010G00002I7QqZQAV,8.0,2018-08-31
0010G00002Jct7XQAR,2.0,2018-08-31
0010G00002CEGSZQA5,7.0,2018-08-28
0010G00002GCijfQAD,0.0,2018-08-27
0010G00002CEDYwQAP,3.0,2018-08-29
0010G00002I7qDgQAJ,0.0,2018-08-28
0010G00002CDyqkQAD,0.0,2018-08-30
0010G00002GCit2QAD,0.0,2018-08-31
0010G00002JcWM2QAN,1.0,2018-08-27
0010G00002CDlVpQAL,6.0,2018-08-28
0010G00002GCj3EQAT,16.0,2018-08-22
0010G00002I7qK3QAJ,1.0,2018-08-01
0010G00002JAAWeQAP,1.0,2018-08-01
0010G00002JC4RBQA1,1.0,2018-08-14
0010G00002JCcozQAD,1.0,2018-08-23
0010G00002CDyzxQAD,0.0,2018-08-27
0010G00002CEJduQAH,12.0,2018-08-31
0010G00002JccGZQAZ,1.0,2018-08-28
0010G00002JCsKNQA1,1.0,2018-08-23
0010G00002CE6WXQA1,0.0,2018-08-22
0010G00002I825vQAB,4.0,2018-08-09
0010G00002JBudXQAT,6.0,2018-08-15
0010G00002CDhQJQA1,28.0,2018-08-23
0010G00002JAPUKQA5,2.0,2018-08-21
0010G00002I7Q6eQAF,26.0,2018-08-29
0010G00002JA0YHQA1,61.0,2018-08-13
0010G00002CDmFvQAL,0.0,2018-08-02
0010G00002J9EblQAF,4.0,2018-08-23
0010G00002CDePwQAL,4.0,2018-08-10
0010G00002CDd6eQAD,102.0,2018-08-09
0010G00002CDd6eQAD,204.0,2018-08-07
0010G00002CDqwyQAD,16.0,2018-08-31
0010G00002HnPwHQAV,4.0,2018-08-20
0010G00002I7QquQAF,1.0,2018-08-09
0010G00002JC5qtQAD,1.0,2018-08-27
0010G00002CEEmmQAH,0.0,2018-08-29
0010G00002J9DVUQA3,1.0,2018-08-10
0010G00002CE0JxQAL,1.0,2018-08-13
0010G00002I7wu8QAB,1.0,2018-08-06
0010G00002HnMz1QAF,3.0,2018-08-08
0010G00002CE3lbQAD,0.0,2018-08-07
0010G00002JALsRQAX,3.0,2018-08-06
0010G00002J9G9zQAF,1.0,2018-08-06
0010G00002JCkfMQAT,3.0,2018-08-24
0010G00002CDfXYQA1,6.0,2018-08-10
0010G00002CDnltQAD,0.0,2018-08-14
0010G00002CDcJmQAL,3.0,2018-08-14
0010G00002CE4aGQAT,1.0,2018-08-24
0010G00002JC7UaQAL,2.0,2018-08-13
0010G00002CDocAQAT,140.0,2018-08-01
0010G00002CDqsuQAD,1.0,2018-08-06
0010G00002CDiuuQAD,10.0,2018-08-23
0010G00002CE0wWQAT,12.0,2018-08-22
0010G00002JA874QAD,48.0,2018-08-31
0010G00002JAGxGQAX,1.0,2018-08-14
0010G00002J9HRcQAN,1.0,2018-08-07
0010G00002CDZIGQA5,0.0,2018-08-03
0010G00002CDZNWQA5,6.0,2018-08-24
0010G00002I7Qc9QAF,26.0,2018-08-03
0010G00002JAEMqQAP,1.0,2018-08-06
0010G00002J9H1oQAF,18.0,2018-08-08
0010G00002CDbX2QAL,12.0,2018-08-06
0010G00002JcPNfQAN,1.0,2018-08-24
0010G00002Jcd6GQAR,5.0,2018-08-28
0010G00002CDbLtQAL,4.0,2018-08-30
0010G00002JA2AYQA1,6.0,2018-08-24
0010G00002I7Qq4QAF,0.0,2018-08-30
0010G00002CDbPUQA1,10.0,2018-08-07
0010G00002HnNlXQAV,2.0,2018-08-14
0010G00002GCjRaQAL,2.0,2018-08-29
0010G00002JCbLJQA1,26.0,2018-08-24
0010G00002JADAsQAP,1.0,2018-08-14
0010G00002FUFL9QAP,0.0,2018-08-07
0010G00002JC9OqQAL,1.0,2018-08-14
0010G00002CDcmsQAD,6.0,2018-08-02
0010G00002I7Qh5QAF,2.0,2018-08-15
0010G00002CEBJ8QAP,2.0,2018-08-14
0010G00002J9FpkQAF,1.0,2018-08-06
0010G00002CE4uHQAT,2.0,2018-08-09
0010G00002Jcm6CQAR,1.0,2018-08-29
0010G00002Jcsw6QAB,1.0,2018-08-30
0010G00002CE2r0QAD,0.0,2018-08-27
0010G00002FyGkOQAV,4.0,2018-08-03
0010G00002J9UDfQAN,1.0,2018-08-21
0010G00002I7qBUQAZ,1.0,2018-08-02
0010G00002CEDecQAH,26.0,2018-08-30
0010G00002CDy4fQAD,22.0,2018-08-10
0010G00002J9MisQAF,1.0,2018-08-08
0010G00002JAJzUQAX,1.0,2018-08-15
0010G00002JAxXbQAL,4.0,2018-08-14
0010G00002CE9ZDQA1,3.0,2018-08-15
0010G00002J9ftHQAR,3.0,2018-08-26
0010G00002CEIPvQAP,4.0,2018-08-01
0010G00002CEG0SQAX,0.0,2018-08-31
0010G00002CEEgpQAH,1.0,2018-08-06
0010G00002CDqzLQAT,0.0,2018-08-29
0010G00002CDy2WQAT,4.0,2018-08-14
0010G00002JAPE4QAP,1.0,2018-08-07
0010G00002CDmDIQA1,3.0,2018-08-30
0010G00002I7qFLQAZ,1.0,2018-08-02
0010G00002CEEZXQA5,93.0,2018-08-31
0010G00002I7QelQAF,1.0,2018-08-03
0010G00002FyGkZQAV,1.0,2018-08-14
0010G00002JAwtWQAT,708.0,2018-08-31
0010G00002FUFH9QAP,6.0,2018-08-06
0010G00002JCZc0QAH,1.0,2018-08-20
0010G00002JC8oaQAD,0.0,2018-08-23
0010G00002CEBqVQAX,0.0,2018-08-28
0010G00002CDtrMQAT,0.0,2018-08-30
0010G00002CDbVJQA1,2.0,2018-08-30
0010G00002CDZiAQAX,182.0,2018-08-09
0010G00002CDZRzQAP,8.0,2018-08-27
0010G00002I7qEAQAZ,1.0,2018-08-02
0010G00002GCj7OQAT,1.0,2018-08-30
0010G00002CDr3KQAT,10.0,2018-08-30
0010G00002CEHOEQA5,0.0,2018-08-09
0010G00002JclkBQAR,1.0,2018-08-30
0010G00002FUFGnQAP,3.0,2018-08-27
0010G00002CDhjqQAD,6.0,2018-08-02
0010G00002CDZRVQA5,9.0,2018-08-15
0010G00002I7QbpQAF,2.0,2018-08-01
0010G00002CDmXMQA1,0.0,2018-08-07
0010G00002J9wfuQAB,3.0,2018-08-13
0010G00002FzUA9QAN,22.0,2018-08-23
0010G00002CDZAyQAP,270.0,2018-08-15
0010G00002I7qDwQAJ,1.0,2018-08-02
0010G00002I7QA3QAN,2.0,2018-08-08
0010G00002JCSH9QAP,1.0,2018-08-21
0010G00002I7PuLQAV,2.0,2018-08-31
0010G00002GCjGRQA1,0.0,2018-08-20
0010G00002JCckxQAD,4.0,2018-08-22
0010G00002CEHchQAH,2.0,2018-08-30
0010G00002JCAHCQA5,4.0,2018-08-14
0010G00002JcbLoQAJ,4.0,2018-08-31
0010G00002CDx0pQAD,0.0,2018-08-07
0010G00002CDczpQAD,140.0,2018-08-20
0010G00002J9FsJQAV,1.0,2018-08-01
0010G00002JAuVOQA1,1.0,2018-08-06
0010G00002CDkTaQAL,184.0,2018-08-30
0010G00002HoSsYQAV,3.0,2018-08-31
0010G00002JCRO9QAP,4.0,2018-08-27
0010G00002CDqBmQAL,0.0,2018-08-01
0010G00002CDglaQAD,0.0,2018-08-14
0010G00002JcpfQQAR,3.0,2018-08-30
0010G00002JC7OcQAL,2.0,2018-08-13
0010G00002I7Qr9QAF,12.0,2018-08-22
0010G00002J9AAQQA3,1.0,2018-08-02
0010G00002CDeRsQAL,0.0,2018-08-09
0010G00002FzzrlQAB,1.0,2018-08-03
0010G00002J9DJZQA3,8.0,2018-08-20
0010G00002CEALpQAP,8.0,2018-08-27
0010G00002CEJ8IQAX,2.0,2018-08-01
0010G00002I7qHoQAJ,2.0,2018-08-01
0010G00002CDq9zQAD,7.0,2018-08-01
0010G00002CDldWQAT,0.0,2018-08-28
0010G00002I7qEfQAJ,2.0,2018-08-02
0010G00002CEIoxQAH,8.0,2018-08-01
0010G00002CDgA0QAL,130.0,2018-08-31
0010G00002JCZ4FQAX,1.0,2018-08-24
0010G00002I7q6OQAR,1.0,2018-08-02
0010G00002CDcTxQAL,0.0,2018-08-06
0010G00002HnP5bQAF,3.0,2018-08-17
0010G00002CDZY6QAP,0.0,2018-08-31
0010G00002CDgAxQAL,0.0,2018-08-06
0010G00002I7q37QAB,3.0,2018-08-02
0010G000021ZbgKQAS,2.0,2018-08-17
0010G00002I7vgMQAR,1.0,2018-08-04
0010G00002J9GkMQAV,4.0,2018-08-13
0010G00002CDckSQAT,8.0,2018-08-07
0010G00002FzTwDQAV,1076.0,2018-08-28
0010G00002J9OIzQAN,6.0,2018-08-24
0010G00002CECiFQAX,36.0,2018-08-09
0010G00002Jcxh6QAB,1.0,2018-08-31
0010G00002CDyzoQAD,0.0,2018-08-22
0010G00002JAwtWQAT,59.0,2018-08-30
0010G00002CDko9QAD,0.0,2018-08-09
0010G00002JAXX8QAP,4760.0,2018-08-24
0010G00002JCr2PQAT,2.0,2018-08-26
0010G00002JACbqQAH,4.0,2018-08-30
0010G00002Jcjr4QAB,1.0,2018-08-29
0010G00002JA1fxQAD,1.0,2018-08-28
0010G00002CDsoIQAT,1.0,2018-08-23
0010G00002J97hvQAB,6.0,2018-08-22
0010G00002JAWX4QAP,2.0,2018-08-30
0010G00002CDxJ4QAL,2.0,2018-08-08
0010G00002JBuFjQAL,11.0,2018-08-10
0010G00002CDqinQAD,36.0,2018-08-09
0010G00002J9nWLQAZ,1.0,2018-08-09
0010G00002JC6njQAD,1.0,2018-08-22
0010G00002CE3rMQAT,8.0,2018-08-08
0010G00002CDacLQAT,1914.0,2018-08-01
0010G00002J97DVQAZ,1.0,2018-08-01
0010G00002GDtySQAT,0.0,2018-08-23
0010G00002JC5yxQAD,1.0,2018-08-13
0010G00002JCr86QAD,1.0,2018-08-30
0010G00002JBjrDQAT,1.0,2018-08-23
0010G00002CDiHQQA1,2.0,2018-08-21
0010G00002J9SyCQAV,1.0,2018-08-29
0010G00002JAOziQAH,1.0,2018-08-02
0010G00002CDecXQAT,90.0,2018-08-16
0010G00002JCkubQAD,9.0,2018-08-22
0010G00002JCQyLQAX,6.0,2018-08-22
0010G00002JCyM8QAL,16.0,2018-08-24
0010G00002CDjwIQAT,10.0,2018-08-08
0010G00002CDdl6QAD,6.0,2018-08-24
0010G00002JBmf6QAD,2.0,2018-08-23
0010G00002J9g9jQAB,1.0,2018-08-09
0010G00002I7QkTQAV,1.0,2018-08-14
0010G00002CE23AQAT,2.0,2018-08-15
0010G00002CDsEDQA1,1.0,2018-08-24
0010G00002GCiyhQAD,3.0,2018-08-09
0010G00002JcwAHQAZ,2.0,2018-08-31
0010G00002JA12iQAD,1.0,2018-08-14
0010G00002JApz1QAD,4.0,2018-08-21
0010G00002I7qIEQAZ,1.0,2018-08-01
0010G00002CE2AnQAL,105.0,2018-08-15
0010G00002FyH0nQAF,0.0,2018-08-01
0010G00002J9uTcQAJ,1.0,2018-08-30
0010G00002CDkOmQAL,1.0,2018-08-09
0010G00002JC4VNQA1,1.0,2018-08-14
0010G00002CDokhQAD,5.0,2018-08-07
0010G00002CE8zKQAT,2.0,2018-08-13
0010G00002HqhusQAB,4.0,2018-08-27
0010G00002J9MV9QAN,3.0,2018-08-13
0010G00002JAt8xQAD,1.0,2018-08-29
0010G00002CDn00QAD,8.0,2018-08-23
0010G00002JcqqUQAR,1.0,2018-08-31
0010G00002JCyMwQAL,10.0,2018-08-31
0010G00002JCc2DQAT,4.0,2018-08-20
0010G00002JcUH3QAN,4.0,2018-08-29
0010G00002CEFaSQAX,0.0,2018-08-05
0010G00002JCVGWQA5,1.0,2018-08-28
0010G00002J9uqTQAR,2.0,2018-08-10
0010G00002I7Q6vQAF,10.0,2018-08-01
0010G00002Jcx4AQAR,4.0,2018-08-31
0010G00002CDzIoQAL,0.0,2018-08-30
0010G00002HnO32QAF,14.0,2018-08-02
0010G00002J9MkvQAF,1.0,2018-08-15
0010G00002JcZ5tQAF,1.0,2018-08-30
0010G00002JBlRLQA1,11.0,2018-08-30
0010G00002J9COMQA3,8.0,2018-08-15
0010G00002CDcuUQAT,12.0,2018-08-31
0010G00002CDykDQAT,0.0,2018-08-13
0010G00002CEBLeQAP,12.0,2018-08-27
0010G00002CDbH5QAL,1.0,2018-08-29
0010G00002HnObGQAV,0.0,2018-08-28
0010G00002JA4mFQAT,1.0,2018-08-23
0010G00002JCVEkQAP,4.0,2018-08-21
0010G00002CDd8rQAD,0.0,2018-08-23
0010G00002CEDlhQAH,9.0,2018-08-29
0010G00002JcrM1QAJ,1.0,2018-08-31
0010G00002CEBHTQA5,10.0,2018-08-15
0010G00002Jcpb4QAB,21.0,2018-08-31
0010G00002HnOLZQA3,24.0,2018-08-24
0010G00002CDsGoQAL,68.0,2018-08-17
0010G00002JBjg0QAD,1.0,2018-08-08
0010G00002CE1yTQAT,26.0,2018-08-29
0010G00002CDpxwQAD,4.0,2018-08-02
0010G00002JC7axQAD,2.0,2018-08-15
0010G00002CE8dyQAD,0.0,2018-08-03
0010G00002J9vgDQAR,1.0,2018-08-31
0010G00002CEDgEQAX,2.0,2018-08-01
0010G00002J9VJ1QAN,8.0,2018-08-10
0010G00002GCiolQAD,4.0,2018-08-23
0010G00002JBul2QAD,2.0,2018-08-10
0010G00002JCnpBQAT,1.0,2018-08-28
0010G00002CDawQQAT,3.0,2018-08-23
0010G00002CDp2zQAD,3.0,2018-08-31
0010G00002J9G7jQAF,3.0,2018-08-24
0010G00002JASLUQA5,4.0,2018-08-13
0010G00002I7QUhQAN,2.0,2018-08-29
0010G00002GD3WsQAL,0.0,2018-08-06
0010G00002CDoQqQAL,0.0,2018-08-01
0010G00002I7qCaQAJ,1.0,2018-08-03
0010G00002J9ePEQAZ,3.0,2018-08-14
0010G00002I83GmQAJ,1.0,2018-08-21
0010G00002CEJQKQA5,1.0,2018-08-14
0010G00002CE3s0QAD,2.0,2018-08-07
0010G00002I7qIwQAJ,1.0,2018-08-01
0010G00002JC8bvQAD,2.0,2018-08-14
0010G00002CDZZEQA5,28.0,2018-08-30
0010G00002CECncQAH,3.0,2018-08-29
0010G00002J9996QAB,2.0,2018-08-27
0010G00002CDxIgQAL,5.0,2018-08-27
0010G00002JC16YQAT,1.0,2018-08-15
0010G00002CEEfUQAX,6.0,2018-08-31
0010G00002JCmVcQAL,2.0,2018-08-22
0010G00002CE9ZhQAL,9500.0,2018-08-08
0010G00002JCd4dQAD,4.0,2018-08-24
0010G00002I7qDfQAJ,1.0,2018-08-02
0010G00002CE4bjQAD,0.0,2018-08-30
0010G00002I7TUqQAN,3.0,2018-08-20
0010G00002I7Q82QAF,1.0,2018-08-15
0010G00002I7q5nQAB,2.0,2018-08-10
0010G00002JCnVBQA1,1.0,2018-08-27
0010G00002CDZXIQA5,12.0,2018-08-09
0010G00002CDu8OQAT,1.0,2018-08-01
0010G00002I7q93QAB,1.0,2018-08-07
0010G00002JAKdfQAH,2.0,2018-08-23
0010G00002CE4AcQAL,10.0,2018-08-10
0010G00002CEFwOQAX,81.0,2018-08-23
0010G00002I7q4BQAR,1.0,2018-08-01
0010G00002JcjdwQAB,56.0,2018-08-30
0010G00002JC7LnQAL,4.0,2018-08-23
0010G00002JccIBQAZ,1.0,2018-08-28
0010G00002I7q5WQAR,1.0,2018-08-02
0010G00002HnO81QAF,6.0,2018-08-28
0010G00002CDfHdQAL,16.0,2018-08-09
0010G00002I7QDBQA3,0.0,2018-08-21
0010G00002CDqdaQAD,0.0,2018-08-01
0010G00002CDZaaQAH,4020.0,2018-08-30
0010G00002CDroGQAT,1.0,2018-08-17
0010G00002CE6txQAD,0.0,2018-08-09
0010G00002J9j5vQAB,4.0,2018-08-14
0010G00002CDv17QAD,4.0,2018-08-16
0010G00002J9uzUQAR,1.0,2018-08-27
0010G00002JAajAQAT,1.0,2018-08-21
0010G00002CDfNZQA1,0.0,2018-08-02
0010G00002FUF9fQAH,4.0,2018-08-23
0010G00002CECiVQAX,8.0,2018-08-09
0010G00002CDzQ3QAL,8.0,2018-08-14
0010G00002JAwqmQAD,2.0,2018-08-31
0010G00002I7qHEQAZ,1.0,2018-08-01
0010G00002CDmjgQAD,17.0,2018-08-10
0010G00002JBw69QAD,1.0,2018-08-19
0010G00002FyGKOQA3,4.0,2018-08-23
0010G00002CDq1QQAT,6.0,2018-08-31
0010G00002CDeSfQAL,2.0,2018-08-09
0010G00002I8378QAB,1.0,2018-08-16
0010G00002CDbRmQAL,3.0,2018-08-28
0010G00002CEBpxQAH,0.0,2018-08-15
0010G00002CDbp1QAD,4.0,2018-08-10
0010G00002JCg0EQAT,1.0,2018-08-23
0010G00002CDkPKQA1,12.0,2018-08-15
0010G00002I838aQAB,2.0,2018-08-29
0010G00002CE4XcQAL,3.0,2018-08-27
0010G00002CEDyJQAX,8.0,2018-08-14
0010G00002GCj57QAD,8.0,2018-08-14
0010G00002HnPwZQAV,0.0,2018-08-16
0010G00002J9EcbQAF,2.0,2018-08-30
0010G00002I7qFoQAJ,4.0,2018-08-02
0010G00002I7qFqQAJ,3.0,2018-08-14
0010G00002JC4teQAD,1.0,2018-08-13
0010G00002I7q2mQAB,0.0,2018-08-02
0010G00002CDqbFQAT,10.0,2018-08-01
0010G00002J9KQQQA3,3.0,2018-08-24
0010G00002J9BGrQAN,16.0,2018-08-31
0010G00002JcyCPQAZ,3.0,2018-08-31
0010G00002JAx45QAD,7.0,2018-08-16
0010G00002JAXX8QAP,680.0,2018-08-11
0010G00002I7z5mQAB,3.0,2018-08-22
0010G00002CE6nIQAT,2.0,2018-08-23
0010G00002CEH4DQAX,6.0,2018-08-31
0010G00002CDjVfQAL,0.0,2018-08-02
0010G00002FzTifQAF,21.0,2018-08-02
0010G00002J91IFQAZ,6.0,2018-08-31
0010G00002FyGP5QAN,4.0,2018-08-28
0010G00002HnPkXQAV,1.0,2018-08-23
0010G00002CE0dPQAT,4.0,2018-08-29
0010G00002CDfKIQA1,16.0,2018-08-02
0010G00002J9baFQAR,2.0,2018-08-14
0010G00002I7QRUQA3,2.0,2018-08-28
